dataset,image_id,filename,path,split
KONIQ-10k,10475658035,10475658035.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10475658035.jpg,train
KONIQ-10k,10481974434,10481974434.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10481974434.jpg,train
KONIQ-10k,10486107003,10486107003.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10486107003.jpg,holdout
KONIQ-10k,10490369963,10490369963.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10490369963.jpg,train
KONIQ-10k,10491358066,10491358066.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10491358066.jpg,train
KONIQ-10k,10491423125,10491423125.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10491423125.jpg,train
KONIQ-10k,10492897986,10492897986.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10492897986.jpg,train
KONIQ-10k,10505275743,10505275743.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10505275743.jpg,train
KONIQ-10k,10506082433,10506082433.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10506082433.jpg,train
KONIQ-10k,10512432565,10512432565.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10512432565.jpg,train
KONIQ-10k,10513907744,10513907744.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10513907744.jpg,val
KONIQ-10k,10516786036,10516786036.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10516786036.jpg,train
KONIQ-10k,10517436165,10517436165.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10517436165.jpg,train
KONIQ-10k,10520192995,10520192995.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10520192995.jpg,train
KONIQ-10k,10525460645,10525460645.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10525460645.jpg,train
KONIQ-10k,10526881085,10526881085.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10526881085.jpg,val
KONIQ-10k,10530470795,10530470795.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10530470795.jpg,train
KONIQ-10k,10532663625,10532663625.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10532663625.jpg,train
KONIQ-10k,10534454676,10534454676.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10534454676.jpg,train
KONIQ-10k,10535849673,10535849673.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10535849673.jpg,holdout
KONIQ-10k,10536668436,10536668436.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10536668436.jpg,train
KONIQ-10k,10538085833,10538085833.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10538085833.jpg,train
KONIQ-10k,10539008983,10539008983.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10539008983.jpg,train
KONIQ-10k,10539142034,10539142034.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10539142034.jpg,holdout
KONIQ-10k,10539341593,10539341593.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10539341593.jpg,train
KONIQ-10k,10544775715,10544775715.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10544775715.jpg,val
KONIQ-10k,10544833625,10544833625.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10544833625.jpg,holdout
KONIQ-10k,10544945153,10544945153.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10544945153.jpg,train
KONIQ-10k,10554234623,10554234623.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10554234623.jpg,train
KONIQ-10k,10556629035,10556629035.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10556629035.jpg,train
KONIQ-10k,10558118243,10558118243.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10558118243.jpg,train
KONIQ-10k,105620456,105620456.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/105620456.jpg,train
KONIQ-10k,10567114974,10567114974.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10567114974.jpg,train
KONIQ-10k,10567188645,10567188645.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10567188645.jpg,train
KONIQ-10k,10568567754,10568567754.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10568567754.jpg,val
KONIQ-10k,10569725133,10569725133.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10569725133.jpg,train
KONIQ-10k,1057328504,1057328504.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1057328504.jpg,holdout
KONIQ-10k,10574233584,10574233584.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10574233584.jpg,val
KONIQ-10k,10575593285,10575593285.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10575593285.jpg,holdout
KONIQ-10k,10576676414,10576676414.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10576676414.jpg,train
KONIQ-10k,10579282866,10579282866.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10579282866.jpg,train
KONIQ-10k,1057997640,1057997640.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1057997640.jpg,train
KONIQ-10k,10581525775,10581525775.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10581525775.jpg,train
KONIQ-10k,10582113466,10582113466.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10582113466.jpg,train
KONIQ-10k,10583786994,10583786994.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10583786994.jpg,train
KONIQ-10k,10586872235,10586872235.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10586872235.jpg,train
KONIQ-10k,10589450596,10589450596.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10589450596.jpg,holdout
KONIQ-10k,1059399148,1059399148.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1059399148.jpg,val
KONIQ-10k,10597114264,10597114264.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10597114264.jpg,train
KONIQ-10k,10602786066,10602786066.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10602786066.jpg,train
KONIQ-10k,10603218265,10603218265.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10603218265.jpg,train
KONIQ-10k,10604417276,10604417276.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10604417276.jpg,train
KONIQ-10k,10605846204,10605846204.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10605846204.jpg,train
KONIQ-10k,10609356094,10609356094.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10609356094.jpg,holdout
KONIQ-10k,10614052044,10614052044.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10614052044.jpg,val
KONIQ-10k,10615424764,10615424764.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10615424764.jpg,train
KONIQ-10k,10617981003,10617981003.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10617981003.jpg,train
KONIQ-10k,10619909515,10619909515.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10619909515.jpg,train
KONIQ-10k,10620203775,10620203775.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10620203775.jpg,val
KONIQ-10k,10620356404,10620356404.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10620356404.jpg,train
KONIQ-10k,1062133952,1062133952.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1062133952.jpg,train
KONIQ-10k,10625988224,10625988224.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10625988224.jpg,val
KONIQ-10k,10628337356,10628337356.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10628337356.jpg,val
KONIQ-10k,10628497685,10628497685.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10628497685.jpg,train
KONIQ-10k,10628645805,10628645805.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10628645805.jpg,val
KONIQ-10k,10631219374,10631219374.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10631219374.jpg,train
KONIQ-10k,10631630073,10631630073.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10631630073.jpg,train
KONIQ-10k,1063351510,1063351510.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1063351510.jpg,val
KONIQ-10k,10633933603,10633933603.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10633933603.jpg,train
KONIQ-10k,10635160054,10635160054.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10635160054.jpg,train
KONIQ-10k,1063722220,1063722220.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1063722220.jpg,val
KONIQ-10k,10642085843,10642085843.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10642085843.jpg,train
KONIQ-10k,10644234544,10644234544.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10644234544.jpg,val
KONIQ-10k,106456452,106456452.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/106456452.jpg,train
KONIQ-10k,10660362264,10660362264.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10660362264.jpg,train
KONIQ-10k,10660571735,10660571735.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10660571735.jpg,train
KONIQ-10k,10660620125,10660620125.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10660620125.jpg,train
KONIQ-10k,106652866,106652866.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/106652866.jpg,holdout
KONIQ-10k,10665464526,10665464526.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10665464526.jpg,train
KONIQ-10k,10676427864,10676427864.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10676427864.jpg,train
KONIQ-10k,1067765170,1067765170.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1067765170.jpg,train
KONIQ-10k,10678199353,10678199353.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10678199353.jpg,train
KONIQ-10k,10678350303,10678350303.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10678350303.jpg,train
KONIQ-10k,10679134563,10679134563.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10679134563.jpg,train
KONIQ-10k,10680153225,10680153225.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10680153225.jpg,train
KONIQ-10k,10680502673,10680502673.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10680502673.jpg,train
KONIQ-10k,10680715605,10680715605.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10680715605.jpg,train
KONIQ-10k,10680932454,10680932454.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10680932454.jpg,train
KONIQ-10k,10683218616,10683218616.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10683218616.jpg,train
KONIQ-10k,10686332213,10686332213.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10686332213.jpg,train
KONIQ-10k,10689376076,10689376076.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10689376076.jpg,train
KONIQ-10k,10689538413,10689538413.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10689538413.jpg,train
KONIQ-10k,10689722684,10689722684.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10689722684.jpg,train
KONIQ-10k,10690294454,10690294454.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10690294454.jpg,holdout
KONIQ-10k,10692654005,10692654005.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10692654005.jpg,train
KONIQ-10k,10692667386,10692667386.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10692667386.jpg,train
KONIQ-10k,10692857705,10692857705.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10692857705.jpg,val
KONIQ-10k,10693826785,10693826785.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10693826785.jpg,train
KONIQ-10k,10694350076,10694350076.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10694350076.jpg,train
KONIQ-10k,10698962263,10698962263.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10698962263.jpg,train
KONIQ-10k,10705911926,10705911926.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10705911926.jpg,train
KONIQ-10k,10706770686,10706770686.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10706770686.jpg,train
KONIQ-10k,10713772814,10713772814.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10713772814.jpg,holdout
KONIQ-10k,10714662986,10714662986.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10714662986.jpg,train
KONIQ-10k,10715577856,10715577856.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10715577856.jpg,train
KONIQ-10k,10721124556,10721124556.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10721124556.jpg,val
KONIQ-10k,10723077086,10723077086.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10723077086.jpg,val
KONIQ-10k,10724461514,10724461514.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10724461514.jpg,train
KONIQ-10k,10724889206,10724889206.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10724889206.jpg,train
KONIQ-10k,10728525673,10728525673.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10728525673.jpg,train
KONIQ-10k,10730634575,10730634575.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10730634575.jpg,train
KONIQ-10k,10732971054,10732971054.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10732971054.jpg,train
KONIQ-10k,10733259996,10733259996.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10733259996.jpg,holdout
KONIQ-10k,10737029565,10737029565.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10737029565.jpg,train
KONIQ-10k,10740242265,10740242265.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10740242265.jpg,holdout
KONIQ-10k,10740725955,10740725955.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10740725955.jpg,holdout
KONIQ-10k,10740727595,10740727595.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10740727595.jpg,train
KONIQ-10k,10745415703,10745415703.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10745415703.jpg,train
KONIQ-10k,10745932825,10745932825.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10745932825.jpg,val
KONIQ-10k,10747724694,10747724694.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10747724694.jpg,train
KONIQ-10k,107505789,107505789.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/107505789.jpg,train
KONIQ-10k,10751799554,10751799554.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10751799554.jpg,train
KONIQ-10k,1075190309,1075190309.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/1075190309.jpg,train
KONIQ-10k,10762659033,10762659033.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10762659033.jpg,train
KONIQ-10k,10765812585,10765812585.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10765812585.jpg,train
KONIQ-10k,10767441335,10767441335.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10767441335.jpg,train
KONIQ-10k,10770026303,10770026303.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10770026303.jpg,train
KONIQ-10k,10770700455,10770700455.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10770700455.jpg,train
KONIQ-10k,10773126784,10773126784.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10773126784.jpg,holdout
KONIQ-10k,10775358296,10775358296.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10775358296.jpg,train
KONIQ-10k,10776111906,10776111906.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10776111906.jpg,train
KONIQ-10k,107799222,107799222.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/107799222.jpg,train
KONIQ-10k,10783395635,10783395635.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10783395635.jpg,train
KONIQ-10k,10784159775,10784159775.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10784159775.jpg,train
KONIQ-10k,10786271105,10786271105.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10786271105.jpg,holdout
KONIQ-10k,10787038944,10787038944.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10787038944.jpg,train
KONIQ-10k,10787258285,10787258285.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10787258285.jpg,holdout
KONIQ-10k,10790803694,10790803694.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10790803694.jpg,train
KONIQ-10k,10791502435,10791502435.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10791502435.jpg,train
KONIQ-10k,10792125886,10792125886.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10792125886.jpg,holdout
KONIQ-10k,10798439785,10798439785.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10798439785.jpg,train
KONIQ-10k,10799367156,10799367156.jpg,/data/projectwork/swati_mam/new model data/koniq10k_1024x768/1024x768/10799367156.jpg,train
