dataset,image_id,ref_id,distortion_type,severity_or_level,distorted_path,group
TID2013,i24_05_3,I24,type_05,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_05_3.bmp,HF/sharpen
TID2013,i24_05_5,I24,type_05,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_05_5.bmp,HF/sharpen
TID2013,i24_06_1,I24,type_06,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_06_1.bmp,noise
TID2013,i24_06_3,I24,type_06,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_06_3.bmp,noise
TID2013,i24_06_5,I24,type_06,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_06_5.bmp,noise
TID2013,i24_07_1,I24,type_07,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_07_1.bmp,noise
TID2013,i24_08_1,I24,type_08,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_08_1.bmp,blur
TID2013,i24_08_2,I24,type_08,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_08_2.bmp,blur
TID2013,i24_08_3,I24,type_08,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_08_3.bmp,blur
TID2013,i24_08_4,I24,type_08,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_08_4.bmp,blur
TID2013,i24_09_1,I24,type_09,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_09_1.bmp,other
TID2013,i24_09_2,I24,type_09,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_09_2.bmp,other
TID2013,i24_09_3,I24,type_09,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_09_3.bmp,other
TID2013,i24_09_4,I24,type_09,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_09_4.bmp,other
TID2013,i24_10_2,I24,type_10,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_10_2.bmp,other
TID2013,I24_11_1,I24,type_11,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I24_11_1.bmp,other
TID2013,i24_11_5,I24,type_11,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_11_5.bmp,other
TID2013,i24_12_1,I24,type_12,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_12_1.bmp,other
TID2013,i24_12_2,I24,type_12,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_12_2.bmp,other
TID2013,i24_12_3,I24,type_12,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_12_3.bmp,other
TID2013,i24_12_4,I24,type_12,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_12_4.bmp,other
TID2013,i24_12_5,I24,type_12,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_12_5.bmp,other
TID2013,i24_13_5,I24,type_13,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_13_5.bmp,other
TID2013,i24_14_4,I24,type_14,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_14_4.bmp,other
TID2013,i24_15_1,I24,type_15,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_15_1.bmp,other
TID2013,i24_15_2,I24,type_15,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_15_2.bmp,other
TID2013,i24_15_3,I24,type_15,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_15_3.bmp,other
TID2013,i24_15_5,I24,type_15,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_15_5.bmp,other
TID2013,i24_16_3,I24,type_16,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_16_3.bmp,other
TID2013,i24_17_1,I24,type_17,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_17_1.bmp,other
TID2013,i24_17_2,I24,type_17,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_17_2.bmp,other
TID2013,i24_17_4,I24,type_17,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_17_4.bmp,other
TID2013,i24_18_4,I24,type_18,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_18_4.bmp,other
TID2013,i24_19_1,I24,type_19,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_19_1.bmp,noise
TID2013,i24_19_5,I24,type_19,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_19_5.bmp,noise
TID2013,i24_20_1,I24,type_20,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_20_1.bmp,noise
TID2013,i24_20_2,I24,type_20,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_20_2.bmp,noise
TID2013,i24_20_3,I24,type_20,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_20_3.bmp,noise
TID2013,i24_21_1,I24,type_21,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_21_1.bmp,other
TID2013,i24_21_3,I24,type_21,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_21_3.bmp,other
TID2013,i24_21_4,I24,type_21,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_21_4.bmp,other
TID2013,i24_22_2,I24,type_22,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_22_2.bmp,other
TID2013,i24_22_3,I24,type_22,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_22_3.bmp,other
TID2013,i24_22_4,I24,type_22,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_22_4.bmp,other
TID2013,i24_23_1,I24,type_23,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_23_1.bmp,blur
TID2013,i24_23_2,I24,type_23,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_23_2.bmp,blur
TID2013,i24_23_4,I24,type_23,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_23_4.bmp,blur
TID2013,i24_23_5,I24,type_23,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_23_5.bmp,blur
TID2013,i24_24_2,I24,type_24,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_24_2.bmp,other
TID2013,i24_24_3,I24,type_24,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_24_3.bmp,other
TID2013,i24_24_4,I24,type_24,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_24_4.bmp,other
TID2013,i24_24_5,I24,type_24,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i24_24_5.bmp,other
TID2013,I25_01_1,I25,type_01,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I25_01_1.bmp,noise
TID2013,i25_01_2,I25,type_01,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_01_2.bmp,noise
TID2013,i25_01_4,I25,type_01,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_01_4.bmp,noise
TID2013,i25_03_3,I25,type_03,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_03_3.bmp,noise
TID2013,i25_03_4,I25,type_03,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_03_4.bmp,noise
TID2013,i25_04_1,I25,type_04,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_04_1.bmp,noise
TID2013,i25_04_2,I25,type_04,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_04_2.bmp,noise
TID2013,i25_04_5,I25,type_04,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_04_5.bmp,noise
TID2013,i25_05_2,I25,type_05,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_05_2.bmp,HF/sharpen
TID2013,i25_05_3,I25,type_05,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_05_3.bmp,HF/sharpen
TID2013,i25_05_4,I25,type_05,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_05_4.bmp,HF/sharpen
TID2013,i25_05_5,I25,type_05,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_05_5.bmp,HF/sharpen
TID2013,i25_06_3,I25,type_06,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_06_3.bmp,noise
TID2013,i25_06_4,I25,type_06,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_06_4.bmp,noise
TID2013,i25_06_5,I25,type_06,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_06_5.bmp,noise
TID2013,i25_07_3,I25,type_07,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_07_3.bmp,noise
TID2013,i25_07_5,I25,type_07,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_07_5.bmp,noise
TID2013,i25_08_2,I25,type_08,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_08_2.bmp,blur
TID2013,i25_08_4,I25,type_08,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_08_4.bmp,blur
TID2013,i25_09_2,I25,type_09,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_09_2.bmp,other
TID2013,i25_09_3,I25,type_09,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_09_3.bmp,other
TID2013,i25_09_4,I25,type_09,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_09_4.bmp,other
TID2013,i25_09_5,I25,type_09,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_09_5.bmp,other
TID2013,i25_10_1,I25,type_10,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_10_1.bmp,other
TID2013,i25_10_2,I25,type_10,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_10_2.bmp,other
TID2013,i25_10_4,I25,type_10,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_10_4.bmp,other
TID2013,i25_10_5,I25,type_10,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_10_5.bmp,other
TID2013,i25_11_2,I25,type_11,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_11_2.bmp,other
TID2013,i25_11_3,I25,type_11,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_11_3.bmp,other
TID2013,i25_11_4,I25,type_11,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_11_4.bmp,other
TID2013,i25_11_5,I25,type_11,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_11_5.bmp,other
TID2013,i25_12_1,I25,type_12,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_12_1.bmp,other
TID2013,i25_12_2,I25,type_12,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_12_2.bmp,other
TID2013,i25_12_3,I25,type_12,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_12_3.bmp,other
TID2013,i25_12_5,I25,type_12,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_12_5.bmp,other
TID2013,I25_13_1,I25,type_13,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/I25_13_1.bmp,other
TID2013,i25_13_2,I25,type_13,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_13_2.bmp,other
TID2013,i25_13_3,I25,type_13,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_13_3.bmp,other
TID2013,i25_14_1,I25,type_14,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_14_1.bmp,other
TID2013,i25_15_1,I25,type_15,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_15_1.bmp,other
TID2013,i25_15_4,I25,type_15,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_15_4.bmp,other
TID2013,i25_15_5,I25,type_15,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_15_5.bmp,other
TID2013,i25_16_2,I25,type_16,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_16_2.bmp,other
TID2013,i25_16_3,I25,type_16,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_16_3.bmp,other
TID2013,i25_16_5,I25,type_16,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_16_5.bmp,other
TID2013,i25_17_1,I25,type_17,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_17_1.bmp,other
TID2013,i25_17_3,I25,type_17,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_17_3.bmp,other
TID2013,i25_17_4,I25,type_17,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_17_4.bmp,other
TID2013,i25_18_1,I25,type_18,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_18_1.bmp,other
TID2013,i25_18_2,I25,type_18,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_18_2.bmp,other
TID2013,i25_18_5,I25,type_18,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_18_5.bmp,other
TID2013,i25_19_3,I25,type_19,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_19_3.bmp,noise
TID2013,i25_20_1,I25,type_20,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_20_1.bmp,noise
TID2013,i25_20_2,I25,type_20,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_20_2.bmp,noise
TID2013,i25_20_3,I25,type_20,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_20_3.bmp,noise
TID2013,i25_20_4,I25,type_20,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_20_4.bmp,noise
TID2013,i25_21_1,I25,type_21,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_21_1.bmp,other
TID2013,i25_22_1,I25,type_22,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_22_1.bmp,other
TID2013,i25_22_2,I25,type_22,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_22_2.bmp,other
TID2013,i25_22_3,I25,type_22,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_22_3.bmp,other
TID2013,i25_22_4,I25,type_22,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_22_4.bmp,other
TID2013,i25_22_5,I25,type_22,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_22_5.bmp,other
TID2013,i25_23_1,I25,type_23,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_23_1.bmp,blur
TID2013,i25_23_2,I25,type_23,2,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_23_2.bmp,blur
TID2013,i25_23_3,I25,type_23,3,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_23_3.bmp,blur
TID2013,i25_23_4,I25,type_23,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_23_4.bmp,blur
TID2013,i25_23_5,I25,type_23,5,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_23_5.bmp,blur
TID2013,i25_24_1,I25,type_24,1,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_24_1.bmp,other
TID2013,i25_24_4,I25,type_24,4,/data/projectwork/swati_mam/new model data/tid2013/tid2013/distorted_images/i25_24_4.bmp,other
