dataset,image_id,ref_id,distorted_path,ref_path,distortion_type,distortion_code,severity_or_level,mos_or_dmos,split,distorted_path_original,group_B,EA_tsne_x,EA_tsne_y,EH_tsne_x,EH_tsne_y
KADID-10k,I26_19_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_19_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Jitter,,1.0,4.27,val,/data/projectwork/swati_mam/kadid10k/images/I26_19_01.png,other,-5.2665467,-13.66271,-8.415025,-33.80829
KADID-10k,I26_19_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_19_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Jitter,,2.0,3.6,val,/data/projectwork/swati_mam/kadid10k/images/I26_19_02.png,other,-19.695173,-4.265932,-8.887217,-28.658651
KADID-10k,I26_19_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_19_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Jitter,,3.0,2.87,val,/data/projectwork/swati_mam/kadid10k/images/I26_19_03.png,other,-20.964064,-3.5858042,-8.876742,-29.048706
KADID-10k,I26_19_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_19_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Jitter,,4.0,1.77,val,/data/projectwork/swati_mam/kadid10k/images/I26_19_04.png,other,-34.431232,-0.470645,-8.392157,-26.038237
KADID-10k,I26_19_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_19_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Jitter,,5.0,1.1,val,/data/projectwork/swati_mam/kadid10k/images/I26_19_05.png,other,-39.78143,-13.394303,-14.718929,2.8821428
KADID-10k,I26_20_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_20_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Non-eccentricity patch,,1.0,4.23,val,/data/projectwork/swati_mam/kadid10k/images/I26_20_01.png,other,26.02484,-28.877695,-8.403495,-36.892044
KADID-10k,I26_20_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_20_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Non-eccentricity patch,,2.0,3.9,val,/data/projectwork/swati_mam/kadid10k/images/I26_20_02.png,other,25.723627,-28.227615,-7.3898816,-37.142834
KADID-10k,I26_20_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_20_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Non-eccentricity patch,,3.0,4.2,val,/data/projectwork/swati_mam/kadid10k/images/I26_20_03.png,other,25.688375,-27.608812,-6.547215,-35.970894
KADID-10k,I26_20_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_20_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Non-eccentricity patch,,4.0,3.87,val,/data/projectwork/swati_mam/kadid10k/images/I26_20_04.png,other,26.217476,-27.80375,-6.318374,-35.883163
KADID-10k,I26_20_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_20_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Non-eccentricity patch,,5.0,3.57,val,/data/projectwork/swati_mam/kadid10k/images/I26_20_05.png,other,25.477806,-28.148647,-9.061524,-36.34971
KADID-10k,I26_21_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_21_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Pixelate,,1.0,3.1,val,/data/projectwork/swati_mam/kadid10k/images/I26_21_01.png,other,26.542225,-30.721254,-4.5268173,-40.253113
KADID-10k,I26_21_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_21_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Pixelate,,2.0,2.57,val,/data/projectwork/swati_mam/kadid10k/images/I26_21_02.png,other,26.946764,-32.134964,-10.048782,-35.770977
KADID-10k,I26_21_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_21_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Pixelate,,3.0,2.43,val,/data/projectwork/swati_mam/kadid10k/images/I26_21_03.png,other,26.567196,-33.070744,-9.955619,-35.990227
KADID-10k,I26_21_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_21_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Pixelate,,4.0,2.57,val,/data/projectwork/swati_mam/kadid10k/images/I26_21_04.png,other,26.510752,-33.30956,-10.058171,-37.022717
KADID-10k,I26_21_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_21_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Pixelate,,5.0,1.43,val,/data/projectwork/swati_mam/kadid10k/images/I26_21_05.png,other,27.418844,-31.258663,-4.570558,-40.27668
KADID-10k,I26_22_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_22_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Quantization,,1.0,4.35,val,/data/projectwork/swati_mam/kadid10k/images/I26_22_01.png,other,24.489664,-25.077623,-10.808235,-30.255114
KADID-10k,I26_22_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_22_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Quantization,,2.0,4.47,val,/data/projectwork/swati_mam/kadid10k/images/I26_22_02.png,other,24.499352,-24.85537,-10.881312,-29.967072
KADID-10k,I26_22_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_22_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Quantization,,3.0,4.0,val,/data/projectwork/swati_mam/kadid10k/images/I26_22_03.png,other,28.51053,-9.370217,-11.403191,-29.509691
KADID-10k,I26_22_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_22_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Quantization,,4.0,3.8,val,/data/projectwork/swati_mam/kadid10k/images/I26_22_04.png,other,29.164116,-8.272163,-11.793416,-29.313938
KADID-10k,I26_22_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_22_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Quantization,,5.0,2.5,val,/data/projectwork/swati_mam/kadid10k/images/I26_22_05.png,other,31.324951,-5.6192803,-9.843107,-14.82449
KADID-10k,I26_23_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,,1.0,2.47,val,/data/projectwork/swati_mam/kadid10k/images/I26_23_01.png,other,25.531467,-30.578407,-8.252873,-38.1607
KADID-10k,I26_23_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,,2.0,2.2,val,/data/projectwork/swati_mam/kadid10k/images/I26_23_02.png,other,26.252436,-31.812572,-7.587383,-35.70652
KADID-10k,I26_23_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,,3.0,2.67,val,/data/projectwork/swati_mam/kadid10k/images/I26_23_03.png,other,25.655714,-29.439415,-8.16655,-35.400127
KADID-10k,I26_23_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,,4.0,2.53,val,/data/projectwork/swati_mam/kadid10k/images/I26_23_04.png,other,26.619894,-29.355906,-6.788731,-34.681313
KADID-10k,I26_23_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_23_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Color block,,5.0,1.8,val,/data/projectwork/swati_mam/kadid10k/images/I26_23_05.png,other,27.687695,-32.530766,-5.9250035,-36.986607
KADID-10k,I26_24_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_24_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,High sharpen,,1.0,3.6,val,/data/projectwork/swati_mam/kadid10k/images/I26_24_01.png,HF/sharpen,38.643265,0.4456737,8.478888,-25.508299
KADID-10k,I26_24_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_24_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,High sharpen,,2.0,2.81,val,/data/projectwork/swati_mam/kadid10k/images/I26_24_02.png,HF/sharpen,41.6272,3.5648007,16.231247,0.1514425
KADID-10k,I26_24_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_24_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,High sharpen,,3.0,2.2,val,/data/projectwork/swati_mam/kadid10k/images/I26_24_03.png,HF/sharpen,44.030586,6.1877823,16.369883,0.02323458
KADID-10k,I26_24_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_24_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,High sharpen,,4.0,1.53,val,/data/projectwork/swati_mam/kadid10k/images/I26_24_04.png,HF/sharpen,47.76372,11.558206,16.518534,-0.196737
KADID-10k,I26_24_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_24_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,High sharpen,,5.0,1.43,val,/data/projectwork/swati_mam/kadid10k/images/I26_24_05.png,HF/sharpen,63.941143,15.024344,3.9563591,3.1312833
KADID-10k,I26_25_01,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_25_01.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Contrast change,,1.0,3.07,val,/data/projectwork/swati_mam/kadid10k/images/I26_25_01.png,other,38.49029,0.07420705,9.448445,-25.933548
KADID-10k,I26_25_02,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_25_02.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Contrast change,,2.0,3.7,val,/data/projectwork/swati_mam/kadid10k/images/I26_25_02.png,other,36.35304,-2.554991,9.361601,-25.941391
KADID-10k,I26_25_03,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_25_03.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Contrast change,,3.0,4.37,val,/data/projectwork/swati_mam/kadid10k/images/I26_25_03.png,other,32.4014,-7.605173,-5.5926075,-37.785988
KADID-10k,I26_25_04,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_25_04.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Contrast change,,4.0,4.0,val,/data/projectwork/swati_mam/kadid10k/images/I26_25_04.png,other,-4.624691,-14.535169,-8.765652,-32.593807
KADID-10k,I26_25_05,I26,/data/projectwork/swati_mam/new model data/kadid10k/images/I26_25_05.png,/data/projectwork/swati_mam/kadid10k/images/I26.png,Contrast change,,5.0,3.03,val,/data/projectwork/swati_mam/kadid10k/images/I26_25_05.png,other,-16.761477,-5.0823746,-7.8398666,-28.42703
KADID-10k,I27_01_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_01_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Gaussian blur,,1.0,4.53,val,/data/projectwork/swati_mam/kadid10k/images/I27_01_01.png,blur,-12.026197,38.555614,-24.98408,29.215471
KADID-10k,I27_01_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_01_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Gaussian blur,,2.0,4.17,val,/data/projectwork/swati_mam/kadid10k/images/I27_01_02.png,blur,-27.804312,23.520395,-26.196808,29.354218
KADID-10k,I27_01_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_01_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Gaussian blur,,3.0,2.4,val,/data/projectwork/swati_mam/kadid10k/images/I27_01_03.png,blur,-36.680668,17.458637,-25.281836,23.78439
KADID-10k,I27_01_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_01_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Gaussian blur,,4.0,1.67,val,/data/projectwork/swati_mam/kadid10k/images/I27_01_04.png,blur,-56.15124,9.371095,-20.554462,16.769888
KADID-10k,I27_01_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_01_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Gaussian blur,,5.0,1.2,val,/data/projectwork/swati_mam/kadid10k/images/I27_01_05.png,blur,-61.069096,2.0697324,-21.50376,2.9051025
KADID-10k,I27_02_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_02_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Lens blur,,1.0,3.53,val,/data/projectwork/swati_mam/kadid10k/images/I27_02_01.png,blur,-28.599096,22.368784,-26.755709,29.02894
KADID-10k,I27_02_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_02_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Lens blur,,2.0,2.1,val,/data/projectwork/swati_mam/kadid10k/images/I27_02_02.png,blur,-37.274704,17.496273,-24.962162,23.166763
KADID-10k,I27_02_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_02_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Lens blur,,3.0,1.7,val,/data/projectwork/swati_mam/kadid10k/images/I27_02_03.png,blur,-56.40094,9.27226,-20.326292,16.206963
KADID-10k,I27_02_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_02_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Lens blur,,4.0,1.33,val,/data/projectwork/swati_mam/kadid10k/images/I27_02_04.png,blur,-60.889595,2.705515,-21.580217,3.0089934
KADID-10k,I27_02_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_02_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Lens blur,,5.0,1.17,val,/data/projectwork/swati_mam/kadid10k/images/I27_02_05.png,blur,-61.03948,2.2552345,-21.54166,2.953503
KADID-10k,I27_03_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_03_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Motion blur,,1.0,4.4,val,/data/projectwork/swati_mam/kadid10k/images/I27_03_01.png,blur,-12.081437,38.38236,-24.98408,29.215471
KADID-10k,I27_03_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_03_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Motion blur,,2.0,3.27,val,/data/projectwork/swati_mam/kadid10k/images/I27_03_02.png,blur,-28.318886,22.991941,-26.58938,29.08777
KADID-10k,I27_03_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_03_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Motion blur,,3.0,2.5,val,/data/projectwork/swati_mam/kadid10k/images/I27_03_03.png,blur,-36.41263,17.420301,-26.909922,28.50731
KADID-10k,I27_03_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_03_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Motion blur,,4.0,1.5,val,/data/projectwork/swati_mam/kadid10k/images/I27_03_04.png,blur,-37.5458,17.559908,-25.042461,24.03758
KADID-10k,I27_03_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_03_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Motion blur,,5.0,1.67,val,/data/projectwork/swati_mam/kadid10k/images/I27_03_05.png,blur,-54.398746,10.455228,-24.896128,22.889427
KADID-10k,I27_04_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_04_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color diffusion,,1.0,4.1,val,/data/projectwork/swati_mam/kadid10k/images/I27_04_01.png,other,-13.95791,38.57322,-25.848408,31.862965
KADID-10k,I27_04_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_04_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color diffusion,,2.0,2.27,val,/data/projectwork/swati_mam/kadid10k/images/I27_04_02.png,other,3.1793928,-20.697891,-23.276743,21.534685
KADID-10k,I27_04_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_04_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color diffusion,,3.0,1.77,val,/data/projectwork/swati_mam/kadid10k/images/I27_04_03.png,other,4.8477716,-20.273355,-21.553514,17.603815
KADID-10k,I27_04_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_04_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color diffusion,,4.0,1.17,val,/data/projectwork/swati_mam/kadid10k/images/I27_04_04.png,other,4.941237,-20.221687,-22.254646,14.613257
KADID-10k,I27_04_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_04_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color diffusion,,5.0,1.27,val,/data/projectwork/swati_mam/kadid10k/images/I27_04_05.png,other,20.294205,-29.093296,-34.88611,3.942209
KADID-10k,I27_05_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_05_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color shift,,1.0,4.0,val,/data/projectwork/swati_mam/kadid10k/images/I27_05_01.png,other,-14.870398,38.739437,-23.969515,24.529127
KADID-10k,I27_05_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_05_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color shift,,2.0,1.93,val,/data/projectwork/swati_mam/kadid10k/images/I27_05_02.png,other,-28.326088,22.491323,-22.10668,20.768097
KADID-10k,I27_05_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_05_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color shift,,3.0,1.57,val,/data/projectwork/swati_mam/kadid10k/images/I27_05_03.png,other,-27.95626,22.66137,-22.81464,22.012936
KADID-10k,I27_05_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_05_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color shift,,4.0,1.63,val,/data/projectwork/swati_mam/kadid10k/images/I27_05_04.png,other,-27.855206,22.84686,-23.294685,23.005342
KADID-10k,I27_05_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_05_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color shift,,5.0,1.37,val,/data/projectwork/swati_mam/kadid10k/images/I27_05_05.png,other,-27.924885,22.821733,-23.510843,23.269953
KADID-10k,I27_06_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_06_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color quantization,,1.0,4.37,val,/data/projectwork/swati_mam/kadid10k/images/I27_06_01.png,other,-4.1507025,32.270428,-22.869562,22.506796
KADID-10k,I27_06_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_06_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color quantization,,2.0,4.1,val,/data/projectwork/swati_mam/kadid10k/images/I27_06_02.png,other,-2.2639916,32.14395,-22.77313,22.928503
KADID-10k,I27_06_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_06_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color quantization,,3.0,3.53,val,/data/projectwork/swati_mam/kadid10k/images/I27_06_03.png,other,-1.1651739,32.049034,-21.927275,21.309954
KADID-10k,I27_06_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_06_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color quantization,,4.0,3.17,val,/data/projectwork/swati_mam/kadid10k/images/I27_06_04.png,other,-1.0409422,32.344784,-21.426697,19.378853
KADID-10k,I27_06_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_06_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color quantization,,5.0,2.17,val,/data/projectwork/swati_mam/kadid10k/images/I27_06_05.png,other,15.367504,-5.0444307,-21.44147,15.2769
KADID-10k,I27_07_01,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_07_01.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color saturation 1,,1.0,2.4,val,/data/projectwork/swati_mam/kadid10k/images/I27_07_01.png,other,-14.041567,35.766224,-25.109207,22.170824
KADID-10k,I27_07_02,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_07_02.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color saturation 1,,2.0,2.0,val,/data/projectwork/swati_mam/kadid10k/images/I27_07_02.png,other,-13.933299,35.404655,-23.316189,18.965433
KADID-10k,I27_07_03,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_07_03.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color saturation 1,,3.0,1.67,val,/data/projectwork/swati_mam/kadid10k/images/I27_07_03.png,other,-13.839478,35.219532,-22.588734,16.730618
KADID-10k,I27_07_04,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_07_04.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color saturation 1,,4.0,2.0,val,/data/projectwork/swati_mam/kadid10k/images/I27_07_04.png,other,-13.738152,35.057373,-35.027645,3.7719207
KADID-10k,I27_07_05,I27,/data/projectwork/swati_mam/new model data/kadid10k/images/I27_07_05.png,/data/projectwork/swati_mam/kadid10k/images/I27.png,Color saturation 1,,5.0,1.7,val,/data/projectwork/swati_mam/kadid10k/images/I27_07_05.png,other,-35.778896,15.942171,-23.282837,18.553648
